show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2660,TV Show,Middleditch & Schwartz,Ryan Polito,"Thomas Middleditch, Ben Schwartz",United States,"April 21, 2020",2020,TV-MA,1 Season,TV Comedies,comedy duo thomas middleditch ben schwartz turn small idea epically funny story series completely improvised comedy special .
s2661,TV Show,Nicky Jam: El Ganador,,"Nicky Jam, Diego Cadavid, Ana Lucia Dominguez, Darkiel, Osvaldo Friger, Jarlin Javier Martinez, Luis Rivera, Nestor Rodulfo, Luis Gonzaga","Puerto Rico, United States, Colombia","April 21, 2020",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",follow reggaeton artist nicky jam 's struggle overcome drug addiction rise international success dramatization life story .
s2662,TV Show,Cooked with Cannabis,,"Kelis, Leather Storrs",United States,"April 20, 2020",2020,TV-MA,1 Season,Reality TV,"chef compete get host special guest high elevated cannabis cuisine artful use leafy herb , thc infusion cbd sauce ."
s2663,TV Show,The Midnight Gospel,,"Duncan Trussell, Phil Hendrie, Drew Pinsky, Joey Diaz, Natasha Leggero, Johnny Pemberton, Christina Pazsitzky, Anne Lamott, Damien Echols, Trudy Goodman, Maria Bamford, Pauly Shore, Doug Lussenhop, David Nichtern, Steve Little, Caitlin Doughty, Stephen Root",United States,"April 20, 2020",2020,TV-MA,1 Season,TV Comedies,"traverse trippy world inside universe simulator , space caster explore existential question life , death everything ."
s2664,Movie,Varane Avashyamund,Anoop Sathyan,"Shobana, Suresh Gopi, Dulquer Salmaan, Kalyani Priyadarshan, K.P.A.C. Lalitha, Sarvajith Santosh Sivan, Urvashi, Johny Antony, Lalu Alex, Lal Jose",India,"April 20, 2020",2020,TV-14,144 min,"Comedies, Dramas, International Movies","apartment complex , life mother , daughter seek arranged marriage , military retiree young man become intertwine ."
s2665,TV Show,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),,,India,"April 18, 2020",2019,TV-Y,1 Season,Kids' TV,educational series tiny tot feature toe-tapping spin nursery rhyme upbeat tune diverse set easy-to-follow lesson .
s2666,TV Show,The King: Eternal Monarch,,"Lee Min-ho, Kim Go-eun, Woo Do‑hwan, Kim Kyung-nam, Jung Eun-chae, Lee Jung-jin, Kim Young-ok",South Korea,"April 18, 2020",2020,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","modern-day korean emperor pass mysterious portal parallel world , encounter feisty police detective ."
s2667,TV Show,#blackAF,,"Kenya Barris, Rashida Jones, Iman Benson, Genneya Walton, Scarlet Spencer, Justin Claiborne, Ravi Cabot-Conyers",United States,"April 17, 2020",2020,TV-MA,1 Season,TV Comedies,"kenya barris family navigate relationship , race culture grapple newfound success comedy series ."
s2668,Movie,Babamın Ceketi,Müfit Can Saçıntı,"Müfit Can Saçıntı, Mert Turak, Ünal Yeter, Elif Nur Kerkük, Uğur Demirpehlivan, Ayşen Gruda, Erkan Can, Banu Manioğlu",Turkey,"April 17, 2020",2018,TV-MA,101 min,"Comedies, International Movies","face pressure marry immediately , unemployed man must find way pay wedding mean necessary ."
s2669,Movie,Earth and Blood,Julien Leclercq,"Sami Bouajila, Eriq Ebouaney, Samy Seghir, Sofia Lesaffre","France, Belgium","April 17, 2020",2020,TV-MA,81 min,"Dramas, International Movies, Thrillers",sawmill owner teenage daughter become tangle deadly feud drug dealer stash steal cocaine remote property .
s2670,TV Show,El Dragón: Return of a Warrior,,"Sebastián Rulli, Renata Notni, Roberto Mateos, Irina Baeva, Cassandra Sánchez Navarro, Manuel Balbi, Javier Gómez, Alejandro Ávila, Sofía Castro, Juan Pablo Gil",Mexico,"April 17, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","replace grandfather head cartel , tokyo financier return home country mexico , must battle two rival control ."
s2671,TV Show,Hasmukh,,"Vir Das, Ranvir Shorey, Manoj Pahwa, Ravi Kishan, Raza Murad, Inaamulhaq, Suhail Nayyar, Amrita Bagchi",India,"April 17, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies","timid , small-town comedian 's long-awaited big break take dark turn realize commit murder way keep onstage mojo ."
s2672,Movie,Rising High,Cüneyt Kaya,"David Kross, Frederick Lau, Janina Uhse, Anne Schäfer, Sophia Thomalla",Germany,"April 17, 2020",2020,TV-MA,95 min,"Dramas, International Movies","ready anything get rich , young man upend berlin property market shady pal , till good time threaten destroy ."
s2673,Movie,Sergio,Greg Barker,"Wagner Moura, Ana de Armas, Brían F. O'Byrne, Clemens Schick, Bradley Whitford",United States,"April 17, 2020",2020,R,119 min,"Dramas, Independent Movies","passion , ideal bitter reality collide charismatic un diplomat sergio vieira de mello becomes trap life-threatening situation iraq ."
s2674,Movie,The Legacy of the Bones,Fernando González Molina,"Marta Etura, Carlos Librado ""Nene"", Leonardo Sbaraglia, Francesc Orella, Imanol Arias, Benn Northover, Itziar Aizpuru, Patricia López Arnaiz, Alicia Sánchez, Eduardo Rosa","Spain, Germany","April 17, 2020",2019,TV-MA,121 min,"International Movies, Thrillers","year solve series murder , detective amaia face related mystery baztan valley end hit close home ."
s2675,Movie,Alelí,Leticia Jorge Romero,"Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo, Laila Reyes Silberberg, Pablo Tate, Gerónimo Pizzanelli, Georgina Yankelevich, Julio Icasuriaga, Carla Moscatelli","Uruguay, Argentina","April 16, 2020",2019,TV-MA,88 min,"Comedies, Dramas, International Movies","mourn father 's death , dysfunctional trio sibling must face sell beloved childhood beach house -- deal ."
s2676,TV Show,Fary : Hexagone,"Adrien Lagier, Ousmane Ly",Fary,France,"April 16, 2020",2020,TV-MA,2 Seasons,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","french comedy phenom fary put playful spin question identity , culture first half epic two-part stand-up special ."
s2677,TV Show,Fauda,,"Lior Raz, Hisham Suliman, Shadi Mar'i, Laëtitia Eïdo, Tsahi Halevi, Yuval Segal, Neta Garty, Tomer Kapon, Itzik Cohen, Rona-Lee Shim'on, Boaz Konforty, Doron Ben-David",Israel,"April 16, 2020",2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","top israeli agent come retirement hunt palestinian militant think 'd kill , set chaotic chain event motion ."
s2678,Movie,"Hail, Caesar!","Ethan Coen, Joel Coen","Josh Brolin, George Clooney, Scarlett Johansson, Alden Ehrenreich, Ralph Fiennes, Tilda Swinton, Channing Tatum, Frances McDormand, Jonah Hill, Veronica Osorio, Heather Goldenhersh, Alison Pill","United States, United Kingdom, Japan","April 16, 2020",2016,PG-13,106 min,Comedies,"major star kidnap movie set , hard-charging overwhelmed studio bos set find actor save film ."
s2679,Movie,Jem and the Holograms,Jon M. Chu,"Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Juliette Lewis, Molly Ringwald, Ryan Guzman, Nathan Moore, Barnaby Carpenter, Nicholas Braun",United States,"April 16, 2020",2015,PG,119 min,"Children & Family Movies, Dramas, Music & Musicals","become overnight star via internet , teenage rocker jem sister journey la , fame , fun family mystery await ."
s2680,Movie,Maurício Meirelles: Generating Chaos,Diego Pignataro,Maurício Meirelles,Brazil,"April 16, 2020",2020,TV-MA,63 min,Stand-Up Comedy,"comedian mauricio meirelles explore chaotic mind scathingly funny view family , prejudice , turtle stand-up special ."
s2681,Movie,Puerto Ricans in Paris,Ian Edelman,"Luis Guzmán, Edgar Garcia, Alice Taglioni, Rosie Perez, Miriam Shor, Frédéric Anscombre, Rosario Dawson, Julie Ferrier, Michaël Cohen, Ravi Patel",United States,"April 16, 2020",2015,R,82 min,Comedies,new york police detective luis eddie experience culture shock adventure head paris track stolen couture handbag .
s2682,Movie,Stunt School,Ali Yorgancıoğlu,"Aslı İnandık, Toygan Avanoğlu, Tuna Orhan, Caner Özyurtlu, Melis İşiten, Aslı Turanlı, Ahmet Olgun Sünear, Seda Türkmen, Ayten Uncuoğlu",Turkey,"April 16, 2020",2019,TV-G,95 min,"Children & Family Movies, Comedies, International Movies",aspiring actress admit prestigious conservatory must pay tuition work performer unusual company .
s2683,Movie,For the Broken Hearted,Digo Ricio,"Yassi Pressman, Sam Concepcion, Louise De Los Reyes, Shy Carlos, Marco Gumabao, Katya Santos, Andrea Del Rosario, Lander Vera Perez, Christopher Roxas",Philippines,"April 15, 2020",2018,TV-14,93 min,"Dramas, International Movies, Romantic Movies","three interwoven story , love end limbo romantic partner navigate bliss , loss , failure feeling try make happiness last ."
s2684,Movie,Mischief,Emcy Joseph,"Suraj Venjaramoodu, Soubin Shahir, Surabhi Lakshmi, Vincy Aloshious, Gracy Soudi, Mammukoya, Jaffer Idukki, Baburaj, Sudhi Koppa, Irshad",India,"April 15, 2020",2019,TV-PG,120 min,"Comedies, Dramas, Independent Movies","mistake sleep passenger train drunk , young man post picture online , unaware impulsive act 's ugly repercussion ."
s2685,TV Show,The Innocence Files,,,United States,"April 15, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","innocence project unravels misstep deceit series wrongful conviction , expose injustice inflict victim accuse ."
s2686,Movie,World Famous Lover,Kranthi Madhav,"Vijay Deverakonda, Raashi Khanna, Aishwarya Rajesh, Catherine Tresa, Izabelle Leite",India,"April 15, 2020",2020,TV-MA,147 min,"Dramas, International Movies, Romantic Movies","frustrated girlfriend decide leave , struggle writer get work story romance hop win back ."
s2687,Movie,Chris D'Elia: No Pain,Matt D'Elia,Chris D'Elia,United States,"April 14, 2020",2020,TV-MA,55 min,Stand-Up Comedy,chris d'elia take stage minneapolis offer thought everything self-censorship problematic dolphin lame mutant power .
s2688,Movie,New Money,Tope Oshin,"Jemima Osunde, Blossom Chukwujekwu, Kate Henshaw-Nuttal, Dakore Akande, Wale Ojo, Wofai Fada, Osas Ighodaro Ajibade, Falz, Daniel Effiong, Adeolu Adefarasin",Nigeria,"April 14, 2020",2018,TV-14,107 min,"Dramas, International Movies",aspiring fashion designer 's life transform discover 's heiress billion-dollar empire left estranged father .
s2689,Movie,Moms at War,Omoni Oboli,"Omoni Oboli, Funke Akindele, Yul Edochie, Abayomi Alvin, Adebukola Oladipupo, Sharon Ooja, Eucharia Anunobi, Harriet Akinola, Michelle Dede",Nigeria,"April 13, 2020",2018,TV-14,92 min,"Comedies, Dramas, International Movies","two fierce mother become rival school contest force kid , model student , compete one another best class ."
s2690,Movie,Surviving R. Kelly: The Impact,,R. Kelly,United States,"April 13, 2020",2019,TV-14,85 min,Documentaries,"public protest viral movement , aftermath r. kelly docuseries explore special featuring journalist expert ."
s2691,Movie,Code 8,Jeff Chan,"Robbie Amell, Stephen Amell, Sung Kang, Kari Matchett, Greg Bryk, Aaron Abrams, Kyla Kane",Canada,"April 11, 2020",2019,TV-MA,98 min,"Action & Adventure, Independent Movies, International Movies","city super-powered people ostracize , earnest day laborer considers use outlawed ability money save sick mother ."
s2692,TV Show,Brews Brothers,,"Alan Aisenberg, Mike Castle, Carmen Flood, Marques Ray",United States,"April 10, 2020",2020,TV-MA,1 Season,TV Comedies,"two rival brother must work together keep brewery business , shenanigans keep foam company chaos ."
s2693,Movie,LA Originals,,,"United States, Argentina","April 10, 2020",2020,TV-MA,92 min,"Documentaries, International Movies, Music & Musicals","photographer estevan oriol artist mister cartoon turn chicano root gritty art , impact street culture , hip hop beyond ."
s2694,Movie,Love Wedding Repeat,Dean Craig,"Sam Claflin, Olivia Munn, Freida Pinto, Eleanor Tomlinson, Joel Fry, Tim Key, Aisling Bea, Jack Farthing, Allan Mustafa","United Kingdom, Italy","April 10, 2020",2020,TV-MA,101 min,"Comedies, International Movies, Romantic Movies","different version day unfold jack juggle difficult guest , unbridled chaos potential romance sister 's wedding ."
s2695,Movie,School Life,"Grand Corps Malade, Mehdi Idir","Zita Hanrot, Liam Pierron, Soufiane Guerrab, Ibrahim Dramé, Moussa Mansaly, Moryfère Camara, Alban Ivanov, Gaspard Gévin-Hié, Antoine Reinartz, Mahamadou Sangaré, Redouane Bougheraba, Hocine Mokando, Aboudou Sacko",France,"April 10, 2020",2019,TV-MA,112 min,"Comedies, Dramas, International Movies","one poor area paris , school counselor devote work disadvantaged student , face challenge ."
s2696,Movie,The Main Event,Jay Karas,"Seth Carr, Tichina Arnold, Adam Pally, Ken Marino, Mike 'The Miz' Mizanin, Momona Tamada, Keith Lee, Babatunde Aiyegbusi, Kofi Kingston",United States,"April 10, 2020",2020,TV-G,103 min,"Children & Family Movies, Comedies, Sports Movies","use special power magical mask , young wwe fan cause chaos enter wrestling competition fight intimidate rival ."
s2697,TV Show,The Trial,Stefano Lodovichi,"Vittoria Puccini, Francesco Scianna, Camilla Filippi, Simone Colombari, Maurizio Lastrico, Alessandro Averone, Euridice Axen, Marco Baliani, Pia Lanciotti, Giordano De Plano, Roberto Herlitzka, Tommaso Ragno, Margherita Caviezel, Michele Morrone",Italy,"April 10, 2020",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","murder teen girl impact public prosecutor link victim , lawyer seek career-making case suspect say 's innocent ."
s2698,Movie,Tigertail,Alan Yang,"Tzi Ma, Christine Ko, Hong-Chi Lee, Hayden Szeto, Kunjue Li, Fiona Fu, James Saito, Joan Chen",United States,"April 10, 2020",2020,PG,91 min,Dramas,man reflect lose love youth long-ago journey taiwan america begin reconnect estranged daughter .
s2699,TV Show,Hi Score Girl,,"Kohei Amasaki, Sayumi Suzushiro, Yuuki Hirose, Kazuyuki Okitsu, Daiki Yamashita, Daria Midou, Satomi Arai, Shizuka Ito, Cho, Chinatsu Akasaki, Tomokazu Sugita, Yuichi Nakamura, Kana Ueda, Taketora, Hochu Otsuka, Hiroki Yasumoto",Japan,"April 9, 2020",2019,TV-14,2 Seasons,"Anime Series, International TV Shows, Romantic TV Shows","chronic gamer abysmally inept academic sport finally meet match usual shady arcade - 's rich classmate , akira ."
s2700,TV Show,The Circle France,,,,"April 9, 2020",2020,TV-MA,1 Season,"International TV Shows, Reality TV","status strategy collide social medium competition online player flirt , befriend catfish way toward 100,000 euro ."
s2701,Movie,Born Beautiful,Perci Intalan,"Martin del Rosario, Lou Veloso, Chai Fonacier, Kiko Matos, Akihiro Blanco, Paolo Ballesteros",Philippines,"April 8, 2020",2019,TV-MA,96 min,"Comedies, Dramas, International Movies","best friend die , barb attempt rediscover love leave true identity -- heart -- question ."
s2702,Movie,The Last Airbender,M. Night Shyamalan,"Noah Ringer, Dev Patel, Nicola Peltz, Jackson Rathbone, Shaun Toub, Aasif Mandvi, Cliff Curtis, Seychelle Gabriel, Jessica Andres, Keong Sim, Summer Bishil, Francis Guinan, Katharine Houghton, Damon Gupton",United States,"April 8, 2020",2010,PG,104 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","world ravage fire nation 's aggression toward peaceful air , water earth nation , young boy hold key restore peace ."
s2703,Movie,Tiffany Haddish: She Ready! From the Hood To Hollywood!,Chris Robinson,Tiffany Haddish,United States,"April 7, 2020",2017,TV-MA,66 min,Stand-Up Comedy,comedic breakout tiffany haddish delivers riotous stand-up ripe unpretentious filthy tale meteoric rise stardom .
s2704,Movie,Mine 9,Eddie Mensore,"Terry Serpico, Kevin Sizemore, Mark Ashworth, Clint James, Drew Starkey, Erin Elizabeth Burns",United States,"April 6, 2020",2019,TV-MA,83 min,"Dramas, Independent Movies",methane explosion leave group miner trap two mile deep earth small oxygen supply desperate mean survival .
s2705,Movie,The Florida Project,Sean Baker,"Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera, Valeria Cotto, Macon Blair, Caleb Landry Jones",United States,"April 6, 2020",2017,R,111 min,"Dramas, Independent Movies",mischievous 6-year-old find magic circumstance live troubled mom budget motel near disney world .
s2706,Movie,Dark Light,Padraig Reynolds,"Jessica Madsen, Opal Littleton, Ed Brody, Kristina Clifford, Ben Sullivan, Gerald Tyler, Weston Meredith",United States,"April 5, 2020",2019,TV-MA,90 min,"Horror Movies, Independent Movies, Sci-Fi & Fantasy","implicate daughter 's disappearance , mother search answer return old family home may unwanted visitor ."
s2707,Movie,The Killing of a Sacred Deer,Yorgos Lanthimos,"Colin Farrell, Nicole Kidman, Barry Keoghan, Alicia Silverstone, Raffey Cassidy, Sunny Suljic, Bill Camp, Drew Logan, Barry G. Bernson, Denise Dal Vera, Herb Caillouet","Ireland, United Kingdom","April 5, 2020",2017,R,121 min,"Dramas, Independent Movies, Thrillers",surgeon 's carefully curated life edge toward disaster troubled teenage boy mysterious motif begin impose family .
s2708,Movie,Angel Has Fallen,Ric Roman Waugh,"Gerard Butler, Morgan Freeman, Nick Nolte, Danny Huston, Jada Pinkett Smith, Lance Reddick, Tim Blake Nelson, Piper Perabo",United States,"April 4, 2020",2019,R,121 min,Action & Adventure,secret service agent mike ban catch crossfire 's frame deadly attack president force run life .
s2709,TV Show,El Reemplazante,,"Iván Álvarez de Araya, Blanca Lewin, Karla Melo, Sebastián Ayala, Roberto Farías, Sergio Hernández",Chile,"April 4, 2020",2013,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",former high-ranking financial executive find redemption romance 's parole prison sentence become math teacher .
s2710,Movie,Coffee & Kareem,Michael Dowse,"Ed Helms, Taraji P. Henson, Terrence Little Gardenhigh, Betty Gilpin",United States,"April 3, 2020",2020,TV-MA,88 min,"Action & Adventure, Comedies",inept detroit cop must team girlfriend 's foul-mouthed young son first crack bond time uncovers criminal conspiracy .
s2711,TV Show,Legacies,,"Danielle Rose Russell, Aria Shahghasemi, Kaylee Bryant, Jenny Boyd, Quincy Fouse, Peyton Alex Smith, Matthew Davis, Archie L. Winston",United States,"April 3, 2020",2019,TV-14,2 Seasons,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows","bear rare supernatural bloodline , hope mikaelson attend gifted private school master power control innate urge evil ."
s2712,Movie,Money Heist: The Phenomenon,"Pablo Lejarreta, Luis Alfaro",,Spain,"April 3, 2020",2020,TV-MA,57 min,"Documentaries, International Movies",documentary `` money heist '' spark wave enthusiasm around world lovable group thief professor .
s2713,Movie,The Death of Stalin,Armando Iannucci,"Steve Buscemi, Simon Russell Beale, Paddy Considine, Rupert Friend, Jason Isaacs, Michael Palin, Andrea Riseborough, Jeffrey Tambor, Olga Kurylenko, Paul Chahidi","United Kingdom, France, Belgium, Canada, United States","April 3, 2020",2017,R,107 min,"Comedies, Dramas, Independent Movies",death russian dictator joseph stalin throw soviet union comic chaos ambitious addle minister maneuver succeed .
s2714,Movie,Sol Levante,Akira Saitoh,,Japan,"April 2, 2020",2020,TV-14,5 min,"Action & Adventure, Anime Features, International Movies",young warrior familiar search sacred place say fulfill wish . 's best anger ancient guardian spirit .
s2715,Movie,Violet Evergarden: Eternity and the Auto Memory Doll,Haruka Fujita,"Yui Ishikawa, Minako Kotobuki, Aoi Yuki",Japan,"April 2, 2020",2019,TV-PG,91 min,"Anime Features, International Movies, Sci-Fi & Fantasy",lonely young woman feel trap girl ' school . metal hand heartfelt letter warm heart violet become tutor .
s2716,Movie,Agneepath,Mukul Anand,"Amitabh Bachchan, Mithun Chakraborty, Danny Denzongpa, Madhavi, Neelam, Alok Nath, Rohini Hattangadi, Tinnu Anand, Vikram Gokhale, Archana Puran Singh",India,"April 1, 2020",1990,TV-14,174 min,"Dramas, International Movies","boy grow become gangster pursuit mobster kill innocent father , revenge reparation may come great cost ."
s2717,Movie,Brothers,Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez, Shefali Shah, Kulbhushan Kharbanda, Rajendranath Zutshi, Ashutosh Rana","India, United States","April 1, 2020",2015,TV-14,155 min,"Action & Adventure, Dramas, International Movies","troubled past alcoholic father , two estrange brother prepare face rival street fight tournament ."
s2718,Movie,Chhota Bheem and the Curse of Damyaan,Rajiv Chilaka,"Kaustav Ghosh, Jigna Bhardwaj, Chutki, Rajesh Kava, Mausam, Guru Shambu, Arun Shekar, Julie Tejwani, Anamaya Verma",India,"April 1, 2020",2012,TV-Y7,87 min,Children & Family Movies,evil demon trade freedom immortality lure chhota bheem friend city sonapur tale hidden treasure .
s2719,TV Show,Community,,"Ken Jeong, Jim Rash, Donald Glover, Joel McHale, Gillian Jacobs, Danny Pudi, Alison Brie, Chevy Chase, Yvette Nicole Brown",United States,"April 1, 2020",2015,TV-14,6 Seasons,TV Comedies,"degree find bogus , lawyer jeff winger send back college , meet student teacher credential dubious ."
s2720,Movie,David Batra: Elefanten i rummet,"David Batra, Jon Rudberg",David Batra,Sweden,"April 1, 2020",2020,TV-MA,77 min,Stand-Up Comedy,swedish comedian david batra get personal playfully detail perk pitfall marry recently resign political leader .
s2721,Movie,Dostana,Tarun Mansukhani,"Abhishek Bachchan, John Abraham, Priyanka Chopra, Bobby Deol, Kiron Kher, Sushmita Mukherjee, Shrey Bawa, Boman Irani","India, United States","April 1, 2020",2008,TV-14,142 min,"Comedies, Dramas, International Movies","win landlady accept woman tenant , two men pose couple - jig may fall flatmate ."
s2722,Movie,Duniya,Ramesh Talwar,"Dilip Kumar, Rishi Kapoor, Pran, Amrita Singh, Ashok Kumar, Prem Chopra, Amrish Puri, Satyen Kappu, Mac Mohan, Javed Khan",India,"April 1, 2020",1984,TV-14,170 min,"Action & Adventure, Dramas, International Movies","lawyer defend childhood friend - girlfriend 's brother - murder case , unaware deep connection attorney 's ."
s2723,Movie,Duplicate,Mahesh Bhatt,"Shah Rukh Khan, Juhi Chawla, Sonali Bendre, Farida Jalal, Mohnish Bahl, Tiku Talsania, Gulshan Grover, Sharat Saxena",India,"April 1, 2020",1998,TV-14,165 min,"Comedies, Dramas, International Movies","hilarious mix-up deadly encounter ensue convict seek escape authority assume identity doppelganger , perky chef ."
s2724,Movie,Friendship,Raj Khosla,"Amitabh Bachchan, Shatrughan Sinha, Zeenat Aman, Prem Chopra, Amrish Puri, Helen, Pran, Gajanan Jagirdar, Sajjan, Iftekhar",India,"April 1, 2020",1980,TV-14,161 min,"Action & Adventure, Dramas, International Movies","best friend since childhood , righteous cop lawyer represent criminal court become rival fall woman ."
s2725,Movie,Gori Tere Pyaar Mein,Punit Malhotra,"Imran Khan, Kareena Kapoor, Nizhalgal Ravi, Anupam Kher, Shraddha Kapoor, Esha Gupta, Sujata Kumar, Neelu Kohli",India,"April 1, 2020",2013,TV-14,144 min,"Comedies, Dramas, International Movies","sriram concern spending money , meet dia , principled activist . 's determine prove worthy affection ."
s2726,Movie,Gumrah,Mahesh Bhatt,"Sanjay Dutt, Sridevi, Anupam Kher, Rahul Roy, Soni Razdan, Reema Lagoo, Kunika, Tom Alter, Bob Christo, Anang Desai",India,"April 1, 2020",1993,TV-14,149 min,"Action & Adventure, Dramas, International Movies","jail drug trafficking search dad 's never meet , singer get unlikely support crook whose love long reject ."
s2727,Movie,Hasee Toh Phasee,Vinil Mathew,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma, Manoj Joshi, Madhuri Sanjeev, Sharat Saxena, Nina Kulkarni, Anil Mange",India,"April 1, 2020",2014,TV-14,135 min,"Comedies, Dramas, International Movies","nikhil task keep fiancee 's troublemaking sister , meeta , ruin wedding . process , two become inseparable ."
s2728,TV Show,How to Fix a Drug Scandal,,,United States,"April 1, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","two drug lab chemist ' shock crime cripple state 's judicial system blur line justice lawyer , official thousand inmate ."
s2729,Movie,Humpty Sharma Ki Dulhania,Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Ashutosh Rana, Sidharth Shukla, Sahil Vaid, Gaurav Pandey, Jaswant Daman, Kenneth Desai, Deepika Amin, Mahnaz Damania",India,"April 1, 2020",2014,TV-14,131 min,"Comedies, International Movies, Romantic Movies",small-town girl head delhi find designer outfit wedding orthodox father arrange end find love instead .
s2730,Movie,Kaal,Soham Shah,"Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta, Esha Deol, Vishal Malhotra, Kushal Punjabi, Vineet Sharma",India,"April 1, 2020",2005,TV-14,126 min,"Horror Movies, International Movies, Thrillers","trap national park , tiger expert group hunter turn enigmatic local help mysteriously begin die one one ."
s2731,Movie,Kabhi Alvida Naa Kehna,Karan Johar,"Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji, Preity Zinta, Kiron Kher, Arjun Rampal",India,"April 1, 2020",2006,TV-14,192 min,"Dramas, International Movies, Romantic Movies","unhappy respective marriage , ex-footballer teacher find true love , guilt , jealousy tragedy cloud affair ."
s2732,Movie,Kabhi Khushi Kabhie Gham,Karan Johar,"Amitabh Bachchan, Jaya Bhaduri, Shah Rukh Khan, Kajol, Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Farida Jalal, Himani Shivpuri, Alok Nath",India,"April 1, 2020",2001,TV-14,209 min,"Dramas, International Movies","year father disown adopt brother marry woman low social standing , young man go mission reunite family ."
s2733,Movie,Kal Ho Naa Ho,Nikkhil Advani,"Shah Rukh Khan, Saif Ali Khan, Preity Zinta, Jaya Bhaduri, Sushma Seth, Reema Lagoo, Lillete Dubey, Delnaaz Paul",India,"April 1, 2020",2003,TV-14,187 min,"Comedies, Dramas, International Movies",uptight mba student fall charismatic new neighbor charm troubled family - secret force push away .
s2734,Movie,Kapoor & Sons,Shakun Batra,"Rishi Kapoor, Sidharth Malhotra, Fawad Khan, Alia Bhatt, Ratna Pathak Shah, Rajat Kapoor",India,"April 1, 2020",2016,TV-14,138 min,"Comedies, Dramas, International Movies","return home visit ill grandfather , two estrange brother must confront unresolved rivalry parent ' marriage fray ."
s2735,Movie,Kuch Kuch Hota Hai,Karan Johar,"Shah Rukh Khan, Kajol, Rani Mukerji, Farida Jalal, Reema Lagoo, Salman Khan, Archana Puran Singh, Himani Shivpuri, Johny Lever, Anupam Kher, Sana Saeed",India,"April 1, 2020",1998,TV-14,185 min,"Comedies, Dramas, International Movies","per mother 's last wish , girl set reunite father college best friend love - discover woman engage ."
s2736,Movie,Magnificent,Vikas Bahl,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Sushma Seth, Niki Walia, Sanah Kapur, Vikas Verma",India,"April 1, 2020",2015,TV-14,143 min,"Comedies, International Movies, Romantic Movies",industrialist 's daughter force marry rich heir greedy grandmother adopted sister bond charismatic wedding planner .
s2737,TV Show,Man Like Mobeen,,,United Kingdom,"April 1, 2020",2020,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies","mobeen try good friend , follow faith raise teenage sister . yet past - everyday life - complicate matter ."
s2738,Movie,Mighty Raju Rio Calling,"Rajiv Chilaka, Anirban Majumder, Alka Amarkant Dubey",,India,"April 1, 2020",2014,TV-Y7,97 min,"Children & Family Movies, Sports Movies","mighty raju prep new adventure rio de janeiro , go toe-to-toe rival soccer player , face capoeira fighter ."
s2739,Movie,Muqaddar ka Faisla,Prakash Mehra,"Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Munim, Pran, Ranjeet, Meenakshi Sheshadri, Akbar Khan",India,"April 1, 2020",1987,TV-14,172 min,"Action & Adventure, Comedies, Dramas",god-fearing pandit krishna kant lose everything turn life crime landlord try rape wife tear family apart .
s2740,TV Show,Pokémon the Series,,"Sarah Natochenny, Laurie Hymes, Jessica Paquet, Rosie Reyes, Alyson Leigh Rosenfeld, Marc Swint, Rodger Parsons",,"April 1, 2020",2019,TV-Y7,3 Seasons,"Anime Series, Kids' TV","ash pikachu travel alola region mother enroll pokemon school , confront nefarious team skull ."
s2741,TV Show,Saint Seiya,,"Toru Furuya, Hirotaka Suzuoki, Ryo Horikawa, Koichi Hashimoto, Hideyuki Hori, Keiko Han, Yuriko Yamamoto, Kohei Miyauchi, Mami Koyama",Japan,"April 1, 2020",1986,TV-14,6 Seasons,Anime Series,band young warrior magical armor vow defend reincarnation greek goddess athena evil force return throne .
